id,"title","authors","venue","year"
28804,"programming components with microsoft visual basic 6.0","g eddon , h eddon","","1998.0"
28805,"a confluence criterion based on the generalized newman lemma","w kuchlin","proc .",""
28806,"optical considerations in line focus fresnel concentrators","d buie","",""
28807,"qos-adaptive bandwidth scheduling in continuous media streaming","w lee , j srivastava , h cha","information & software technology ,",""
28808,"daffe/clp/wp3 / wd ( 2001 ) 2","r by canada","",""
28809,"a. da silva , c. redder , g. gasparriy , and l. rukhovets , 1997 : maximum-likelihood estimation of","d dee","",""
28810,"an identity based encryption scheme based on quadratic residues","c cocks","lecture notes in computer science ,","2001.0"
28811,"what we value : a survey of one community 's beliefs","c montgomery , l plevyak","social studies and the young learner ,","2000.0"
28812,"spiteful bidding in sealed-bid auctions","f brandt , t sandholm , y shoham","",""
28813,"performance analysis of aimd mechanisms over a multi-state markovian path","e altman , k avrachenkov , c barakat , p dube , e","computer networks ,","2005.0"
28814,"conquer : efficient management of inconsistent databases","a fuxman , e fazli , rj miller","proceedings of the 2005 acm sigmod international conference & hellip ; ,","2005.0"
28815,"intravascular coagulation in falciparum malaria","n jaroonvesama","lancet i ,","1972.0"
28816,"storms over europe : losses and scenarios","a schraft , e durand , p hausmann","","1993.0"
28817,"a uniform approach to processing temporal data","u dayal , g wuu","proceedings of the international conference on very large & hellip ; ,",""
28818,"the therapeutic community : study of effectiveness treatment research monograph # 84-1286 , nida ,","g deleon","md ,",""
28819,"hemodynamic and other determinant in development of left ventricular hypertrophy","ed frohlich","","1983.0"
28820,"spatial operators for selected data structures .","rw claire , sc guptill","5 th int . symp . comp . assisted cartography & int . soc . & hellip ; ,","1982.0"
28821,"on the feasibility of peer-to-peer web indexing and search","j li , bt loo , jm hellerstein , mf kaashoek , dr","lecture notes in computer science ,","2003.0"
28822,"an information exploration environment sigmod report , 25 ( 4 )","ca spotfire","","1996.0"
28823,"structural evolution of a slow-spreading ridge","g hirth , b ildefonse , be john , pw trimby , a","submitted for publication ,",""
28824,"how the church acts.Ã¢ ??","ma as embodiment","","1999.0"
28825,"odeview : a user-friendly graphical interface to ode","r agrawal , nh gehani , j srinivasan","proceedings of the 1990 acm sigmod international conference & hellip ; ,","1990.0"
28826,"photoemission in solids","m cardona , l leyÃ¢ ? Â¦","","1978.0"
28827,"the role of isdn in data networking","chw everrett , km blakey , lnc morgan","bt technology journal ,","1998.0"
28828,"re-tree : an efficient index structure for regular expressions","cy chan , m garofalakis , r rastogi","the vldb journal the international journal on very large & hellip ; ,","2003.0"
28829,"structured databases on the web : observations and implications","kcc chang , b he , c li , m patel , z zhang","sigmod record ,","2004.0"
28830,"nidovirales : a new order comprising coronaviridae and artetiviridae","d cavanagh","archives of virology ,","1997.0"
28831,"polymoprhism and type inferencein database programming . technicalreport , universities of","p buneman , a ohori","acm transaction on database",""
28832,"corticosteroids for acute severe asthma in hospitalised patients","r manser , d reid , m abramson","cochrane database syst rev ,","2000.0"
28833,"le positionnement de capteurs dans les systÃ£ Â¨ mes industriels de grande dimension","d maquin , j fayolle , m darouach , j ragot","proceedings of imacs congress , villeneuve d &#39; ascq ,",""
28834,"the evaluation of a self-restoring barrier rail installation , summary final report","mp strong , mt stanley","demonstration",""
28835,"sediment-capped guyots in the mid-pacific mountains","de karig , mna peterson , gg shor","","1970.0"
28836,"reinforcement learning control of unknown dynamic systems","qh wu , ac pugh","& hellip ; proceedings d [ see also iee proceedings-control theory and & hellip ; ,","1993.0"
28837,"representation of the spectrum of fission neutrons from 235 u , 239 pu , and 252 cf and the reactor","vd sevastÃ¢ ?? yanov","at .",""
28838,"analysis of the interactions of host plant resistance , phytophagous and entomophagous species","ap gutierrez","see ref ,",""
28839,"an overview of the real-time corba specification","dc schmidt , f kuhns","",""
28840,"knowledge gained by mothers enrolled in a home visitation program","a hammond-ratzlaff , a fulton","adolescence-san diego - ,","2001.0"
28841,"contemporary transportation macmillan publishing company","jc johnson , df wood","new york ,",""
28842,"technology speculation : uses and benefits . 8th","rb ward","international conference on management of technology , iamot . & hellip ; ,",""
28843,"electrical effects produced by plastic deformation in sodium chloride crystals","je caffyn , tl goodfellow","phil . mag ,",""
28844,"non-reflecting boundary conditions for the unsteady euler equations","mb giles","technical report cfdl-tr-88-1 , massachusetts institute of",""
28845,"ironic processes in the mental control of mood and mood-related thought","dm wegner , r erber , s zanakos","journal of personality and social psychology ,","1993.0"
28846,"powell family database , ( posted at http://www . geocities . com/heartland/ranch / 3605/powell/family . htm","dl minter","","1750.0"
28847,"mocha : a database middleware systems featuring automatic deployment of application-specific","m rodrÃ£guez - martÃ£nez , n roussopoulos , jm mcgann ,","acm sigmod record ,","2000.0"
28848,"j. raddick c. stoughton j. vandenberh as szalay , pz kunszt . the sdss skyserver : public access to the","atjgt malik","","2002.0"
28849,"evaluation of sctp multistreaming over satellite links","m atiquzzaman , w ivancic","",""
28850,"piecewise smooth surface reconstruction","h hugues , t derose , t duchampÃ¢ ? Â¦","computer graphics proceedings , annual conference series ,","1994.0"
28851,"data in search of a theory : a critical examination of the relationships among social performance ,","aa ullmann","the academy of management review ,","1985.0"
28852,"ife dry wall chamber physics issues","si krasheninnikov","",""
28853,"aj herbertson and his work","jf unstead","geography ,",""
28854,"querying in highly mobile environments","t imielinski , b badrinath","18th proc . vldb ( aug. .",""
28855,"cognitive states , discourse structure and the content of dialogue","a lascarides , n asher","",""
28856,"government close-up : army tactics do n't compute","j robertson","electronic",""
28857,"comments on bancilhon and spyratos ' `` update semantics and relational views '' .","dvd version , acmsa dvd","acm trans . database syst. ,","1987.0"
28858,"fatal vascular catastrophe in ehlers-danlos syndrome : a case report and review","pj wimmer , ds howes , dp rumoro , m carbone","journal of emergency medicine ,","1996.0"
28859,"v-cms : a visual computational modeling system","y chen","","1996.0"
28860,"the power of sampling in knowledge discovery","j kivinen , h mannila","",""
28861,"land administration in kosovo-practice in cooperation and coordination , fig and un/ece","b andersson , m meha","wpla , athens greece ,",""
28862,"compaq : reality sinks in","m hamblen , k ohlson","",""
28863,"a yeast gene product , fob 1 protein , required for both replication fork blocking and recombinational","t kobayashi , t horiuchi","genes to cells ,","1996.0"
28864,"revision 3.3","xtpp definition","","1988.0"
28865,"vocational rehabilitation counselors in the state of wisconsin : their theoretical orientation , the","td fier","","1999.0"
28866,"efficient filtering of xml documents forselective dissemination of information","m altinel , m franklin","proc . the 26th intÃ¢ ?? l conf . on very large data bases",""
28867,"metu object-oriented dbms kernel","a dogac , a altinel , c ozkan","proc . of intl. conf on database and expert systems & hellip ; ,","1995.0"
28868,"zero-one laws for binary random elds","d coupier , p doukhan , b ycart","",""
28869,"seeking explanations in soar","sr haynes","",""
28870,"pcs speed credit authorization process .","r pastore","computerworld. ,","1989.0"
28871,"steganalysis of audio based on audio quality metrics",", b sankur , n memon","",""
28872,"the assessment of cellular proliferating by immunohistochemistry ; a review of currently available","w al , da levision","","1992.0"
28873,"fools rush in ? the institutional context of industry creation","he aldrich , cm fiol","the academy of management review ,","1994.0"
28874,"detours : binary interception of win32 functions",", g hunt","",""
28875,"homogeneous nucleation theory","ff abraham","academic , new york ,",""
28876,"stream : the stanford data stream management system","a arasu , b babcock , s babu , j cieslewicz , m datar ,","",""
28877,"the cycle of fragmentation and sprawl : a conceptual framework and empirical model","gf ulfarsson , ji carruthers","",""
28878,"workforce development : the policy debate","jl wills","new directions for adult and continuing education ,","1995.0"
28879,"characteristics of young deaf children and early intervention programs","kl weiss , mw goodwin , df moores","","1975.0"
28880,"robustness measure bounds for lyapunov-type state-feedback systems","a abdul-wahab","",""
28881,"5 . 0 specification","t revision","","1988.0"
28882,"using run-time predictions to estimate queue wait times and improve scheduler performance","w smith , v taylor , i foster","lecture notes in computer science ,","1999.0"
28883,"incremental maintenance of aggregate and outerjoin","h gupta , is mumick","technical report , stanford university ,",""
28884,"2 . 135 day l & rechnitzer g ( 1999 ) evaluation of the tractor rollover protective structure rebate","g regulation , c uk","",""
28885,"reliably assessing reliability with sas software","pm simpson , pr phillips , s lensing , r hamer","proceedings of the 23rd annual sas users group international & hellip ; ,",""
28886,"variable size block matching motion compensation with applications to video coding","mh chan","",""
28887,"training needs assessment of the copper engineering group at adc","j wachter","","2001.0"
28888,"ing , Ã¢ ?? Ã¢ ?? r-trees : a dynamic index structure for spatial searchin proc","a guttman","acm sigmod ,",""
28889,"virus taxonomy","fa murphy , cm fauquet , dhl bishopÃ¢ ? Â¦","","2002.0"
28890,"coalitions in the organizational context","jl pearce , wb stevenson , lw porter","see lewicki ,",""
28891,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding","jl han","the vldb journal the international journal on very large & hellip ; ,","1998.0"
28892,"changing the rules : transformations for rule-based query optimizers","m cherniack , sb zdonik","proc . acm sigmod intÃ£ cents Ã¢ ? Â¬ Ã¢ ? cents l conference of management of",""
28893,"topology information condensation in hierarchical networks","p van mieghem","computer networks ,","1999.0"
28894,"kennard , 0 . ( 1984 ) . hydrogen-bond geometry in organic crystals","r taylor","acc . chem . res ,",""
28895,"when no news is good news .","j kirchner","pc",""
28896,"concurrent and resettable zero-knowledge in poly-logarithmic rounds","j kilian , e petrank","",""
28897,"an emergency nurse 's pain management initiative : mercy hospital 's experience","p spurlock","journal of emergency nursing ,","1999.0"
28898,"distance learning : a chi 97 special interest group","l neal , j ramsay , j preece","acm sigchi bulletin ,","1997.0"
28899,"2000 pilze einfach bestimmen","r winkler","at",""
28900,"scalable summary based retrieval in p2p networks","w mÃ£ 1/4 ller , m eisenhardt , a henrich","proceedings of the 14th acm international conference on & hellip ; ,","2005.0"
28901,"local-area networks : goal shifts to teamwork","d terrie","computerworld ,",""
28902,"Ã£ cents Ã¢ ? Â¬ Ã¢ ? cents birch : an efficient data clustering method for very large databasesÃ£ cents Ã¢ ? Â¬ Ã¢ ? cents","t zhang , r ramakrishnan , m linvy","proc . acm sigmod int . conf . on management of data , acm press ,",""
28903,"oscillating seaport location in nigeria","b ogundana","geography ,","1942.0"
28904,"its possibilities and limits.Ã¢ ??","h intervention","","1994.0"
28905,"soot-a java optimization framework","r vallee-rai , l hendren , v sundaresan , p lam , e","proceedings of cascon ,",""
28906,"`` smart clothing '' : wearable multimedia computing and `` personal imaging '' to restore the technological","s mann","",""
28907,"stimulation by thyroid hormone of phosphate transport in primary cultured renal cells","l noronha-blob , v lowe , b sacktor","",""
28908,"visdb : a system for visualizing large databases , system demonstration","da keim , hp kriegel","proc . acm sigmod int . conf . on management of data , san jose , & hellip ; ,",""
28909,"resource scheduling in enhanced pay-per-view","mn garofalakis , a silberschatz","",""
28910,"a compress on techn que for large statist cal data-bases","sj eggers , f olken , a shoshani","proc . of vldb ,",""
28911,"internet pricing and the history of communications","am odlyzko","computer networks ,","2001.0"
28912,"some visual displays of two-by-two data : predicting later violent behavior","jh derzon","new directions for program evaluation ,","1997.0"
28913,"mining web informative structures and contents based on entropy analysis","hy kao , sh lin , jm ho , ms chen","ieee transactions on knowledge and data engineering ,","2004.0"
28914,"covering indexes for branching path expressions","r kaushik , p bohannon , jf naughton , hf korth","proc . of acm sigmod intl. conf . on management of data ,",""
28915,"the current state of project management research : trends , interpretations , and predictions","tj kloppenborg , wa opfer","project management journal ,","2002.0"
28916,"preference sql-design , implementation , experiences","g kÃ£ Â¶ stler , i tower , w kieÃ£?ling","",""
28917,"assessment of content knowledge in the industrial enterprise practicum course at uw-stout","rj locy","","2000.0"
28918,"interactive retrieval of 3d shape models using physical objects","h ichida , y itoh , y kitamura , f kishino","proceedings of the 12th annual acm international conference & hellip ; ,","2004.0"
28919,"camera calibration for lane and obstacle detection","s ernst , c stiller , j goldbeck , c roessig","",""
28920,"keynote address .","jr moore","j audiov media med ,","1978.0"
28921,"deferred maintenance .","hh kaiser","new directions for higher education ,","1980.0"
28922,"quantum chromodynamics","fj yndurÃ£ Â¡ in","","1983.0"
28923,"conservative versus operative treatment for hip fractures","mj parker , hh handoll , a bhargara","cochrane database syst rev ,","2000.0"
28924,"aspect-oriented requirements engineering for component-based software systems","j grundy","",""
28925,"laying out and visualizing large trees using a hyperbolic space","j lamping , r rao","proceedings of the 7th annual acm symposium on user & hellip ; ,","1994.0"
28926,"maya-lenca ethnic relations in late classic period copan , honduras","ai gerstle","","1988.0"
28927,"design automation for mixed hardware-software systems","j adams , d thomas","electronic design ,",""
28928,"control layer primitives for the layered multimedia data model","mj wynblatt , ga schloss","proceedings of the third acm international conference on & hellip ; ,","1995.0"
28929,"stripes : an efficient index for predicted trajectories","jm patel , y chen , vp chakka","proc . acm sigmod ,","2004.0"
28930,"2.0 specification","oompf version","",""
28931,"redo recovery after system crashes","db lomet , mr tuttle","vldb ,","1995.0"
28932,"puget sound regional council","ia work","seattle , washington ( november",""
28933,"multicast routing in internetworks and extended lans","se deering","",""
28934,"indoor and ambient air sampling and analysis plan for the old milltown mall","p associates","seattle , washington : prezant associates ,",""
28935,"self-organizing data sharing communities with sagres : system demonstration","z ives , a levy , j madhavan , r pottinger , s saroiu ,","proc . of sigmod , page ,",""
28936,"multimedia service composition : a brave new topic","wt balke , k nahrstedt","",""
28937,"practical educational uses of the open distributed network monitor","p minaie , j kallman , j truppi , s dascalu , f harris","procs . of the intl. conf . on education and information & hellip ; ,",""
28938,"opening remarks : third international conference on nutrition and fitness","w clay","athens , greece , may ,",""
28939,"a. broder , '' summary cache : a scalable wide-area web cache sharing protocol","l fan , p cao , j almeida","proceedings of acm sigcomm ,",""
28940,"managing system and active-content integrity","jr michener , t acar","",""
28941,"accelerating india 's fertility decline : the role of temporary contraceptive methods","kb pathak , g feeney , ny luther","",""
28942,"information technology","d lassner","new directions for higher education ,","2000.0"
28943,"traffic grooming in wdm unidirectional paths and rings with min-max cost objective","b chen , g rouskas , r dutta","proceedings of networking 2004 , athens , greece ,",""
28944,"a comparison of self-esteem lability and low trait self-esteem as vulnerability factors for","ac butler , je hokanson , ha flynn","journal of personality and social psychology ,","1994.0"
28945,"the relational and network approaches : comparison of the application programming interfaces","cj date , ef codd","proceedings of the 1975 acm sigfidet ( now sigmod ) workshop & hellip ; ,","1975.0"
28946,"development plan for the uk air trac control system , 1994","ca authority","",""
28947,"on the comparison of association rule hiding techniques","ed pontikakis , vs verykios , y theodoridis","hellenic database management symposium , athens , greece ,",""
28948,"analysis of dynamic hashing with deferred splitting","e veklerov","acm transactions on database systems ,","1985.0"
28949,"microsoft windows programmierung fur experten","d solomon","","1999.0"
28950,"studying world war ii in the elementary school . curriculum concerns .","me haas , jk tiptonÃ¢ ? Â¦","social studies and the young learner ,","1994.0"
28951,"a mode analyzing algebraic simplification program","ac hearn","proc .",""
28952,"the minnesota family investment program : three-year follow-up findings on child and family outcomes","la gennetian , c miller","","2001.0"
28953,"the measurement of information systems effectiveness : evaluating a measuring instrument","je scott","",""
28954,"hipac : combining active databases and time constraints","u dayal , b blaustein , a buchmann , s chakravarthy ,","acm sigmod record ,",""
28955,"picture quality improvement in mpeg-4 video coding using simple adaptive filter","kk kwon , ds lim","proceedings of the 12th annual acm international conference & hellip ; ,","2004.0"
28956,"a component-based development framework for supporting functional and non-functional analysis in","j fredriksson , m tivoli , i crnkovic","proceedings of the 20th ieee/acm international conference on & hellip ; ,","2005.0"
28957,"caprera : an activity framework for transaction processing on wide-area networks proceedings of the","s kumar , e kwang , d agrawal","athens , greece , august ,",""
28958,"extracting large-scale knowledge bases from the web","r kumar , p raghavan , s rajagopalan , a tomkins","vldb ,","1999.0"
28959,"abstractions for multimedia database systems","t rakow , w klas , e neuhold","",""
28960,"index access with a finite buer","gm sacco","13th international conference on very large data",""
28961,"global optimization of histograms","hv jagadish , h jin , bc ooi , kl tan","",""
28962,"fundamentals of broadcast ofdm","r wesel , j cioffi","proc . 29th asilomar conf . on signals , systems , and computers & hellip ; ,",""
28963,"the '' end of geography '' in financial services ? local embeddedness and territorialization in the","p agnes","economic geography ,",""
28964,"international programming for microsoft windows","da schmitt","","2000.0"
28965,"s. lin . automaticsynthesisofasynchronous circuits","kj linandc","proc . of 28th dac ,",""
28966,"classification and learning of similarity measures","mm richter","",""
28967,"on the existence and uniqueness of solutions of mcshane stochastic integral equations","g constantin , r negrea","",""
28968,"cooperative caching for k-nn search in ad hoc networks","b yang , ar hurson","proceedings of the 14th acm international conference on & hellip ; ,","2005.0"
28969,"object-oriented techniques in hardware design","s kumar , jh aylor , bw johnson","",""
28970,"the transaction costs theory of joint ventures : an empirical study of japanese subsidiaries in the","jf hennart","management science ,","1991.0"
28971,"phylip manual","j felsenstein","university of washington , seattle ,",""
28972,"extending the entity-relational model to capture spatial semantics","t hadzilacos , n tryfona","sigmod record ,",""
28973,"internet commerce basics","d guay , j ettwein","electronic markets ,","1998.0"
28974,"microwave radiation of the earth 's surface in the presence of vegetation cover","kp kirdiashev , aa chukhlantsev , am shutko","radiotekhnika i elektronika ,","1979.0"
28975,"efficient simulation of system level models via bisimulation preserving transformations","s sharad , sk shukla","submitted for",""
28976,"quasi-phonemic contrasts in spanish","ji hualde","",""
28977,"a framework for categorizing and computing geographical locality for web resources","c wang , x xie , z hua , l wang , y lu , wy ma","",""
28978,"factorization of the popov function of a multivariable linear distributed parameter system in the","l pandolfi","",""
28979,"organization and management of systems prototyping","pj mayhew , pa dearnly","information and software technology ,","1990.0"
28980,"ilog : declarative creation and manipulation of object identifiers","r hull , m yoshikawa","vldb ,","1990.0"
28981,"impact of an education program about domestic violence on nurses and doctors in an australian","gl roberts , b raphael , jm lawrence , bo ` toole , do '","journal of emergency nursing ,","1997.0"
28982,"efficient bundle sorting","y matias , e segal , js vitter","",""
28983,"architecture for a multimedia teleconferencing system","la vi , jj garcia-luna-aceves , d moran , ej","proc . acm sigcomw86 symposium , aug ,",""
28984,"view in a theory of justice","a least this is rawlsÃ¢ ?? s","",""
28985,"writing secure code 2 ( 2 ndedition ) Ã¢ ?? ch 5 , 10 , and 23","m howard , dc leblanc","microsoft",""
28986,"an aspect-based approach to modeling access control concerns","i ray , r france , n li , g georg","",""
28987,"the boundary of subtropical zone in china","q baojian","geography ,",""
28988,"design and implementation of rock & roll : a deductive object-oriented database system","ml barja , aaa fernandes , nw paton , mh williams","",""
28989,"tracking and data ass ociation academic press","y barÃ¢ ?? shalom , t fortmann","inc. , san diego ,",""
28990,"towards desktop personal travel agents","dt ndumu , jc collis , h nwana","bt technology journal ,","1998.0"
28991,"calcium antagonists for aneurysmal subarachnoid haemorrhage","gj rinkel , vl feigin , a algra , m vermeulen , j van","cochrane database syst rev ,","2002.0"
28992,"fast discrete signal transforms and monomial representations of finite groups","s egner , m pÃ£ 1/4 schel","submitted for",""
28993,"higher excited states of polyatomic molecules ( academic , new york , 1974 )","mb robin","vol .",""
28994,"panel : Ã¢ ?? from perception to visualizationÃ¢ ??","nd gershon","proc . acm siggraph computer graphics ,",""
28995,"research : some issues","pm wortman , ds cordray","new directions for program evaluation ,","1980.0"
28996,"an implementation andperformance analysisof spatialdata access , '' inproc","d greene","acm sigmod ,",""
28997,"there are cracks but the glass ceiling is still mostly intact","c marenghi","computerworld ,",""
28998,"enhancing on-line learning for individuals with disabilities","jm brown","new directions for teaching and learning ,","2002.0"
28999,"_ _ basem a. nay & h , monica s. lam ; and kunlc oh & o : tun . software and hardware for exploiting","j opiinger , d heine , sw liao","technical report csl-tr-97-715 , stanford university computer",""
29000,"autonomic index management","s lifschitz , mav salles","",""
29001,"acute l-thyroxine overdose ; therapy with sodium ipodate : evaluation of clinical and physiologic","pd berkner , h starkman , n person","journal of emergency medicine ,","1991.0"
29002,"adaptive reduction parallelization","h yu , l rauchwerger","proc . 14th acm intl. conf . on supercomputing ,",""
29003,"what is the role of stimulant laxatives in the management of childhood constipation and soiling","kj price , tm elliott","cochrane database syst rev ,","2001.0"
29004,"the role of faculty development programs in helping teachers to improve student learning through","ea caldwell , md sorcinelli","new directions for teaching and learning ,","1997.0"
29005,"cross-cultural nongeneralizations","mq patton","new directions for program evaluation ,","1985.0"
29006,"speech recognition : finding its voice","g alwang","pc magazine-american edition - ,","1998.0"
29007,"least index resolution of degeneracy in linear complementarity problems","yy chang","& hellip ; operations research , stanford university , technical report ,",""
29008,"jorwerd : the death of the village in late twentieth-century europe . ( 288 p )","g mak","","2001.0"
29009,"secure group communication using key graphs . proccedings of the siggcom conference , vancouver ,","ck wong , m gouda , ss lam","","1998.0"
29010,"homotopy algebras via resolutions of operads , available as math","m markl","",""
29011,"how welfare and work policies affect employment and income : a synthesis of research .","d bloom , c michalopoulos","","2001.0"
29012,"comparing caching techniques for multitasking real-time systems","cs.rochester.edu","",""
29013,"assessing social-psychological classroom environments in program evaluation","gd haertel , hj walberg","new directions for program evaluation ,","1988.0"
29014,"recent bt patents","l xu","bt technology journal ,","2004.0"
29015,"keutzer , and white : estim . of average switching activity in comb . and seq. circuits","d ghosh","proc . of the 29th dac ,",""
29016,"hyperbaric oxygen for carbon monoxide poisoning","dn juurlink , mb stanbrook , ma mcguigan","cochrane database syst rev ,","2000.0"
29017,"b. dom , and m. gorkani , '' query by image and video content : the qbic system , ''","m flickner , h sawhney , w niblack , j ashley , q","ieee computer ,",""
29018,"numerical and experimental studies on adiabatic and nonadiabatic capillary tubes with hfc-134 a ,","e dirik , c inan , my tanes","proc int refrig conf ,","1994.0"
29019,"biol . 1995 , 252 , 248Ã¢ ?? 262 ; c ) gr desiraju","zs derewenda , l lee , u derewenda , j mol","acc . chem . res ,",""
29020,"study to evaluate sensitivity analysis algorithms for low-cost structural design and optimisation","r spence , kj zimmermann","","1977.0"
29021,"contextual learning in honeybees under laboratory conditions","f hellstern , d wÃ£ 1/4 stenberg , m hammer","learning and memory . proceedings of the 23rd gÃ£ Â¶ ttingen",""
29022,"toxicity trends during an oil spill bioremediation experiment on a sandy shoreline in delaware , usa","a mearns , k doe , w fisher , r hoff , k lee , r siron ,","proceedings ,",""
29023,"organizational improvisation and organizational memory","c moorman , as miner","the academy of management review ,","1998.0"
29024,"making connections with memory boxes","a whatley","social studies and the young learner ,","2000.0"
29025,"the problem with landscape : some philosophical and practical questions","s harrison","geography-london - ,","1999.0"
29026,"Ã£ cents Ã¢ ? Â¬ Ã¥?probabilistic analysis of large finite state machines , Ã£ cents Ã¢ ? Â¬ Ã¢ ? 31st acm/ieee design","gd hachtel , e macii , a pardo , f somenzi","","1994.0"
29027,"teacher education : one deanÃ¢ ?? s perspective and forecast on the state of technology and teacher prep","a glenn","electronic learning ,",""
29028,"traversal recursion : a practical approach to suporting recursive applications","a rose861 rosenthal , s heiler , u dayal , f manola","acm sigmod int . conf. , austin , texas , may ,",""
29029,"& frost , ac ( 1937 ) : glass in architecture and decoration ( l : ap )","r mcgrath","",""
29030,"guiding principles for evaluators","dl newman , ma scheirer , wr shadish , c wye","new directions for program evaluation ,",""
29031,"inhibiting and facilitating conditions of the human smile : a nonobtrusive test of the facial","f strack , ll martin , s stepper","journal of personality and social psychology ,","1988.0"
29032,"higher education as a field of study : its origins , programs , and purposes , 1893-1960","lf goodchild","new directions in higher education ,","1991.0"
29033,"uber die diaphanoskopische untersuchung der weiblichen beckenorgane","j schramm-vogelsang","mit demonstration seines neuen diaphanoskops . zentralblatt & hellip ; ,",""
29034,"into the woods : visual surveillance of noncooperative and camouflaged targets in complex outdoor","te boult , rj michaels , x gao , m eckmann","proceedings-ieee ,","2001.0"
29035,"source acm sigmod record archive","w chen , j naughton , pa bernstein","acm sigmod record ,","2000.0"
29036,"xml repository and active views demonstration","jc mamou , c souza , s abiteboul , v aguilera , s","proceedings of the 25th vldb conference , edinburgh , uk ,","1999.0"
29037,"improving availability bounds using the failure distance concept","j carrasco","procs . of the dcca4 int . conf. , janary ,",""
29038,"die tagebÃ£ 1/4 cher von joseph goebbels","e frÃ£ Â¶ hlich","teil i ,",""
29039,"combining aggregate and survey data","s ansolabehere , rd rivers","","1991.0"
29040,"utilizing clinical factors to reduce head ct scan ordering for minor head trauma patients","ec miller , jf holmes , rw derlet","journal of emergency medicine ,","1997.0"
29041,"digital city or urban simulator ? , digital cities","a aurigi","lecture notes in computer ,",""
29042,"implementing classroom research in a state university : a developmental process .","e berry","new directions for teaching and learning ,","1991.0"
29043,"photochemical and chemical studies on the chromophore of bacteriorhodopsin","t schreckenbach , d oesterhelt","federation proceedings ,","1977.0"
29044,"quest : a project on database mining","r agrawal","",""
29045,"the mechanism of particle formation in production of powders by rotating electrode process","m narla","powder metallurgy alloys symposium [ abstracts ] , bombay , india & hellip ; ,","1980.0"
29046,"the role of pioneer neurons in the development of mouse visual cortex and corpus callosum","j deng , aj elberger","anatomy and embryology ,","2001.0"
29047,"molecular recognition andchemistry inrestricted reaction spaces . photophysicsand photoinduced","n turro","acc . chem . res ,",""
29048,"activation frame memory management for the monsoon processor . master 's thesis","dt chiou","","1992.0"
29049,"determining the specificity of nouns from text","sa caraballo , e charniak","proceedings sigdat ,","1999.0"
29050,"scalable update propagation in epidemic replicated databases","m rabinovich , nh gehani , a kononov","& hellip ; on extending database technology : advances in database & hellip ; ,","1996.0"
29051,"homology studies on insect egg systems","g krause","see ref ,",""
29052,"developing and maintaining accelerated degree programs within traditional institutions","wj husson , t kennedy","new directions for adult and continuing education ,","2003.0"
29053,"two approaches to bringing internet services to wap devices","e kaasinen , m aaltonen , j kolari , s melakoski , t","www9 / computer networks ,","2000.0"
29054,"distribution and growth of stone pine in greece . 14ht session of fao committee of sylva","l romanas","athens , greece ,",""
29055,"scheduling policies an on-demand server with in","ad sitaram , p shahabuddin","proceedings acm multimedia ,",""
29056,"fate of nitrate in subsurface academic press","hb pionke , rr lowrance","san diego ,",""
29057,"direct algorrthmi for computmg the transrtlve closure of database relations","a agrawal , hv jagadlsh","proc international conference on very large data bases ,",""
29058,"should computer scientists experiment more ?","wf tichy","ieee computer ,","1998.0"
29059,"insurer Ã¢ ?? liesÃ¢ ?? to avoid year 2000 costs","t ouellette","computerworld ,",""
29060,"incorporating updates in domain indexes : experiences with oracle spatial r-trees","rkv kothuri , s ravada , n an","data engineering , 2004 . proceedings . 20th international",""
29061,"processing temporal queries in the context of object-oriented databases","l wang , m wing , c davis , n revell","information and software technology ,","1999.0"
29062,"9685 scranton road","i accelrys","san diego ,",""
29063,"com + v1 . 0 com services","d cameron","technical report , microsoft corporation ,",""
29064,"prostacyclin and analogues for acute ischaemic stroke .","pm bath , fj bath","cochrane database syst .",""
29065,"broadcast news transcription in mandarin","l chen , l lamel , g adda , jl gauvain","",""
29066,"recent bt patents","r hatton","bt technology journal ,","2000.0"
29067,"1994 . the impact of global clustering on spatial database systems","t brinkho , hp kriegel","proc . 20th int . conf . on very large data",""
29068,"values and methods : evaluation and management perspectives","wd neigher , w metlay","new directions for program evaluation ,","1983.0"
29069,"extending logging for database snapshot refresh , int","b kahler , o risnes","conf on vldb , brighton , september ,",""
29070,"promis 1.6 userÃ¢ ?? s guide","g hobler , p pichler , k wimmer","technical university",""
29071,"the nonlinear dynamics of focussed wave groups in two and three dimensions","tb johannessen , c swan","submitted for",""
29072,"timeless moral imperatives in causal analysis of social functioning","e smikum","","2000.0"
29073,"supporting application development in the semantic web","d oberle , s staab , r studer , r volz","acm transactions on internet","2004.0"
29074,"ethernet controller adds communications to scsi bus .","t russ","electronic design ,","1988.0"
29075,"web sites","dt der fourier-transformation , i teil , ii wird die","acc . chem . res ,","2003.0"
29076,"tissue distribution and quantification of the expression of mrnas of peroxisome proliferator -",", j rieusset , l fajas , p vallier , v frering , jp","diabetes-new",""
29077,"embedded local search and variable neighborhood search heuristics applied to the travelling salesman","ek burke , pi cowling , r keuthen","unpublished manuscript ,",""
29078,"on completeness query languages","j clifford , a croker , a tuzhilin","acm transactions on database systems ,","1994.0"
29079,"on ergodicity of some tar ( 2 ) processes","n kunitomo","submitted for publication ,","2001.0"
29080,"with accumulator 2","t accumulator","",""
