id,title,authors,venue,year
1957,dynamic multi-resource load balancing in parallel database systems,"e rahm , r marek",vldb,1995
1958,interview with michael stonebraker,,,2003
1959,a non-uniform data fragmentation strategy for parallel main-menory database systems,"n bassiliades , i vlahavas",vldb,1995
1960,information rules,d stirling,sigmod record,2003
1961,applying database technology in the adsm mass storage system,"l cabrera , r rees , w hineman",vldb,1995
1962,peer-to-peer : harnessing the power of disruptive technologies,m nascimento,sigmod record,2003
1963,generalized search trees for database systems,"j hellerstein , j naughton , a pfeffer",vldb,1995
1964,fundamentals of data warehouses : 2nd revised and extended edition,v hoffner,sigmod record,2003
1965,a scalable architecture for autonomous heterogeneous database interactions,"s milliner , a bouguettaya , m papazoglou",vldb,1995
1966,"fast similarity search in the presence of noise , scaling , and translation in time-series databases","r agrawal , k lin , h sawhney , k shim",vldb,1995
1967,towards a database body of knowledge : a study from spain,"c calero , m piattini , f ruiz",sigmod record,2003
1968,research issues for data communication in mobile ad-hoc network database systems,"l fife , l gruenwald",sigmod record,2003
1969,coloring away communication in parallel query optimization,"w hasan , r motwani",vldb,1995
1970,bypassing joins in disjunctive queries,"m steinbrunn , k peithner , g moerkotte , a kemper",vldb,1995
1971,modelling temporal thematic map contents,"a d'onofrio , e pourabbas",sigmod record,2003
1972,xpath processing in a nutshell,,,2003
1973,a practical and modular implementation of extended transaction models,"r barga , c pu",vldb,1995
1974,a data transformation system for biological data sources,"p buneman , s davidson , k hart , g overton , l wong",vldb,1995
1975,issues in data stream management,"l golab , m жzsu",sigmod record,2003
1976,chair 's message,,,2003
1977,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass",vldb,1995
1978,a web odyssey : from codd to xml,v vianu,sigmod record,2003
1979,eager aggregation and lazy aggregation,"w yan , p larson",vldb,1995
1980,book review column,k aberer,sigmod record,2003
1981,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995
1982,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"a belussi , c faloutsos",vldb,1995
1983,an approach to confidence based page ranking for user oriented web search,"d mukhopadhyay , d giri , s singh",sigmod record,2003
1984,acm tods in this internet age,r snodgrass,sigmod record,2003
1985,zoo : a desktop experiment management environment,"y ioannidis , m livny , s gupta , n ponnekanti",vldb,1996
1986,querying multiple features of groups in relational databases,"d chatziantoniou , k ross",vldb,1996
1987,performing jobs without decompression in a compressed database system,"s o'connell , n winterbottom",sigmod record,2003
1988,modeling skewed distribution using multifractals and the ` 80-20 ' law,"c faloutsos , y matias , a silberschatz",vldb,1996
1989,xpath processing in a nutshell,"g gottlob , c koch , r pichler",sigmod record,2003
1990,semantic data caching and replacement,"s dar , m franklin , b jѓnsson , d srivastava , m tan",vldb,1996
1991,interview with jim gray,,,2003
1992,a database approach to quality of service specification in video databases,"e bertino , a elmagarmid , m hacid",sigmod record,2003
1993,implementation and analysis of a parallel collection query language,d suciu,vldb,1996
1994,ansi sql hierarchical processing can fully integrate native xml,m david,sigmod record,2003
1995,obtaining complete answers from incomplete databases,a levy,vldb,1996
1996,object fusion in mediator systems,"y papakonstantinou , s abiteboul , h garcia-molina",vldb,1996
1997,analysis of existing databases at the logical level : the dba companion project,"f marchi , s lopes , j petit , f toumani",sigmod record,2003
1998,database research at ut arlington,"s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",sigmod record,2003
1999,the role of integrity constraints in database interoperation,"m vermeer , p apers",vldb,1996
2000,multiscale histograms : summarizing topological relations in large spatial datasets,"x lin , q liu , y yuan , x zhou",vldb,2003
2001,query processing in spatial network databases,"d papadias , j zhang , n mamoulis , y tao",vldb,2003
2002,merging models based on given correspondences,"r pottinger , p bernstein",vldb,2003
2003,avoiding ordering and grouping in query processing,"x wang , m cherniack",vldb,2003
2004,anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions,"a hulgeri , s sudarshan",vldb,2003
2005,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003
2006,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"y tao , d papadias , j sun",vldb,2003
2007,efficient approximation of optimization queries under parametric aggregation constraints,"s guha , d gunopulos , n koudas , d srivastava , m vlachos",vldb,2003
2008,cache tables : paving the way for an adaptive database cache,"m altinel , c bornhіvd , s krishnamurthy , c mohan , h pirahesh , b reinwald",vldb,2003
2009,lachesis : robust database storage management based on device-specific performance characteristics,"j schindler , a ailamaki , g ganger",vldb,2003
2010,a dependability benchmark for oltp application environments,"m vieira , h madeira",vldb,2003
2011,primitives for workload summarization and implications for sql,"s chaudhuri , p ganesan , v narasayya",vldb,2003
2012,bhunt : automatic discovery of fuzzy algebraic constraints in relational data,"p brown , p haas",vldb,2003
2013,estimating the output cardinality of partial preaggregation with a measure of clusteredness,"s helmer , t neumann , g moerkotte",vldb,2003
2014,memory requirements for query execution in highly constrained devices,"n anciaux , l bouganim , p pucheral",vldb,2003
2015,tabular placement of relational data on mems-based storage devices,"h yu , d agrawal , a abbadi",vldb,2003
2016,capturing global transactions from multiple recovery log files in a partitioned database system,"c liu , b lindsay , s bourbonnais , e hamel , t truong , j stankiewitz",vldb,2003
2017,the bea/xqrl streaming xquery processor,"d florescu , c hillery , d kossmann , p lucas , f riccardi , t westmann , m carey , a sundararajan , g agrawal",vldb,2003
2018,xml schemas in oracle xml db,"r murthy , s banerjee",vldb,2003
2019,integrated data management for mobile services in the real world,"c hage , c jensen , t pedersen , l speicys , i timko",vldb,2003
2020,improving performance with bulk-inserts in oracle r-trees,"n an , k kanth , s ravada",vldb,2003
2021,statistics on views,"c galindo-legaria , m joshi , f waas , m wu",vldb,2003
2022,efficient query processing for multi-dimensionally clustered tables in db2,"b bhattacharjee , s padmanabhan , t malkemus , t lai , l cranston , m huras",vldb,2003
2023,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"s srinivasa , s kumar",vldb,2003
2024,controlling access to published data using cryptography,"g miklau , d suciu",vldb,2003
2025,oasis : an online and accurate technique for local-alignment searches on biological sequences,"c meek , j patel , s kasetty",vldb,2003
2026,privacy-preserving indexing of documents on the network,"m bawa , r jr. , r agrawal",vldb,2003
2027,data compression in oracle,"m pіss , d potapov",vldb,2003
2028,operator scheduling in a data stream manager,"d carney , u чetintemel , a rasin , s zdonik , m cherniack , m stonebraker",vldb,2003
2029,efficient ir-style keyword search over relational databases,"v hristidis , l gravano , y papakonstantinou",vldb,2003
2030,locating data sources in large distributed systems,"l galanis , y wang , s jeffery , d dewitt",vldb,2003
2031,robust estimation with sampling and approximate pre-aggregation,c jermaine,vldb,2003
2032,chameleon : an extensible and customizable tool for web data translation,"r torlone , p atzeni",vldb,2003
2033,webservice composition with o'grape and osiris,"r weber , c schuler , p neukomm , h schuldt , h schek",vldb,2003
2034,implementing xquery 1.0 : the galax experience,"m fernandez , j simщon , b choi , a marian , g sur",vldb,2003
2035,xiss/r : xml indexing and storage system using rdbms,"p harding , q li , b moon",vldb,2003
2036,a system for keyword proximity search on xml databases,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",vldb,2003
2037,xquec : pushing queries to compressed xml data,"a arion , a bonifati , g costa , s d'aguanno , i manolescu , a pugliese",vldb,2003
2038,managing distributed workspaces with active xml,"s abiteboul , j baumgarten , a bonifati , g cobena , c cremarenco , f dragan , i manolescu , t milo , n preda",vldb,2003
2039,orientstore : a schema based native xml storage system,"x meng , d luo , m lee , j an",vldb,2003
2040,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"s berger , f bry , s schaffert , c wieser",vldb,2003
2041,illuminating the dark side of web services,m brodie,vldb,2003
2042,who needs xml databases ?,s cluet,vldb,2003
2043,a database striptease or how to manage your personal databases,"m kersten , g weikum , m franklin , d keim , a buchmann , s chaudhuri",vldb,2003
2044,the zero-delay data warehouse : mobilizing heterogeneous databases,e kќhn,vldb,2003
2045,commercial use of database technology,h schіning,vldb,2003
2046,grid and applications ( industrial session ),f leymann,vldb,2003
2047,web services ( industrial session ),f cabrera,vldb,2003
2048,privacy-enhanced data management for next-generation e-commerce,,,2003
2049,the semantic web : semantics for data on the web,,,2003
2050,irisnet : an architecture for internet-scale sensing services,"s nath , a deshpande , y ke , p gibbons , b karp , s seshan",vldb,2003
2051,"large-scale , standards-based earth observation imagery and web mapping services",p baumann,vldb,2003
2052,quiet : continuous query-driven index tuning,"k sattler , i geist , e schallehn",vldb,2003
2053,chip-secured data access : reconciling access rights with data encryption,"l bouganim , f ngoc , p pucheral , l wu",vldb,2003
2054,an interpolated volume data model,"t wang , s santini , a gupta",vldb,2003
2055,efficacious data cube exploration by semantic summarization and compression,"l lakshmanan , j pei , y zhao",vldb,2003
2056,atlas : a small but complete sql extension for data mining and data streams,"h wang , c zaniolo , c luo",vldb,2003
2057,business modelling using sql spreadsheets,"a witkowski , s bellamkonda , t bozkaya , n folkert , a gupta , l sheng , s subramanian",vldb,2003
2058,from focused crawling to expert information : an application framework for web exploration and portal generation,"s sizov , j graupmann , m theobald",vldb,2003
2059,cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications,"w li , o po , w hsiung , k candan , d agrawal , y akca , k taniguchi",vldb,2003
2060,bibfinder/statminer : effectively mining and using coverage and overlap statistics in data integration,"z nie , s kambhampati , t hernandez",vldb,2003
2061,s-topss : semantic toronto publish/subscribe system,"m petrovic , i burcea , h jacobsen",vldb,2003
2062,"nexusscout : an advanced location-based application on a distributed , open mediation platform","d nicklas , m groпmann , t schwarz",vldb,2003
2063,schema-driven customization of web services,"s abiteboul , b amann , j baumgarten , o benjelloun , f ngoc , t milo",vldb,2003
2064,integrating information for on demand computing,n mattos,vldb,2003
2065,a nanotechnology-based approach to data storage,"e eleftheriou , p bфchtold , g cherubini , a dholakia , c hagleitner , t loeliger , a pantazi , h pozidis , t albrecht , g binnig , m despont , u drechsler , u dќrig , b gotsmann , d jubin , w hфberle , m lantz , h rothuizen , r stutz , p vettiger , d wiesmann",vldb,2003
2066,the history of histograms ( abridged ),y ioannidis,vldb,2003
2067,the data-centric revolution in networking,s shenker,vldb,2003
2068,xsearch : a semantic search engine for xml,"s cohen , j mamou , y kanza , y sagiv",vldb,2003
2069,complex queries over web repositories,"s raghavan , h garcia-molina",vldb,2003
2070,efficient mining of xml query patterns for caching,"l yang , m lee , w hsu",vldb,2003
2071,an efficient and resilient approach to filtering and disseminating streaming data,"s shah , s dharmarajan , k ramamritham",vldb,2003
2072,phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , y xu",vldb,2003
2073,rrxf : redundancy reducing xml storage in relations,"y chen , s davidson , c hara , y zheng",vldb,2003
2074,mars : a system for publishing xml from mixed and redundant storage,"a deutsch , v tannen",vldb,2003
2075,projecting xml documents,"a marian , j simщon",vldb,2003
2076,mixed mode xml query processing,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",vldb,2003
2077,from tree patterns to generalized tree patterns : on efficient evaluation of xquery,"z chen , h jagadish , l lakshmanan , s paparizos",vldb,2003
2078,efficient processing of expressive node-selecting queries on xml data in secondary storage : a tree automata-based approach,c koch,vldb,2003
2079,query processing for high-volume xml message brokering,"y diao , m franklin",vldb,2003
2080,a framework for clustering evolving data streams,"c aggarwal , j han , j wang , p yu",vldb,2003
2081,a regression-based temporal pattern mining scheme for data streams,"w teng , m chen , p yu",vldb,2003
2082,on the costs of multilingualism in database systems,"a kumaran , j haritsa",vldb,2003
2083,distributed top-n query processing with possibly uncooperative local systems,"c yu , g philip , w meng",vldb,2003
2084,optimized query execution in large search engines with global page ordering,"x long , t suel",vldb,2003
2085,path queries on compressed xml,"p buneman , m grohe , c koch",vldb,2003
2086,on the minimization of xpath queries,"s flesca , f furfaro , e masciari",vldb,2003
2087,covering indexes for xml queries : bisimulation - simulation = negation,p ramanan,vldb,2003
2088,buffering accesses to memory-resident index structures,"j zhou , k ross",vldb,2003
2089,balancing performance and data freshness in web database servers,"a labrinidis , n roussopoulos",vldb,2003
2090,vipas : virtual link powered authority search in the web,"c lin , m chen",vldb,2003
2091,sash : a self-adaptive histogram set for dynamically changing workloads,"l lim , m wang , j vitter",vldb,2003
2092,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"j zhou , j sander",vldb,2003
2093,a shrinking-based approach for multi-dimensional data analysis,"y shi , y song , a zhang",vldb,2003
2094,combi-operator : database support for data mining applications,"a hinneburg , w lehner , d habich",vldb,2003
2095,"data morphing : an adaptive , cache-conscious storage technique","r hankins , j patel",vldb,2003
2096,load shedding in a data stream manager,"n tatbul , u чetintemel , s zdonik , m cherniack , m stonebraker",vldb,2003
2097,scheduling for shared window joins over data streams,"m hammad , m franklin , w aref , a elmagarmid",vldb,2003
2098,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas , j naughton , j burger",vldb,2003
2099,holistic twig joins on indexed xml documents,"h jiang , w wang , h lu , j yu",vldb,2003
2100,wise-integrator : an automatic integrator of web search interfaces for e-commerce,"h he , w meng , c yu , z wu",vldb,2003
2101,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha",vldb,2003
2102,tuple routing strategies for distributed eddies,"f tian , d dewitt",vldb,2003
2103,querying the internet with pier,"r huebsch , j hellerstein , n lanham , b loo , s shenker , i stoica",vldb,2003
2104,mapping adaptation under evolving schemas,"y velegrakis , r miller , l popa",vldb,2003
2105,locking protocols for materialized aggregate join views,"g luo , j naughton , c ellmann , m watzke",vldb,2003
2106,"adaptive , hands-off stream mining","s papadimitriou , a brockwell , c faloutsos",vldb,2003
2107,composing mappings among data sources,"j madhavan , a halevy",vldb,2003
2108,temporal slicing in the evaluation of xml queries,"d gao , r snodgrass",vldb,2003
2109,the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,"a tsois , t sellis",vldb,2003
2110,supporting frequent updates in r-trees : a bottom-up approach,"m lee , w hsu , c jensen , b cui , k teo",vldb,2003
2111,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces,"g qian , q zhu , q xue , s pramanik",vldb,2003
2112,coarse-grained optimization : techniques for rewriting sql statement sequences,"t kraft , h schwarz , r rantzau , b mitschang",vldb,2003
2113,processing sliding window multi-joins in continuous queries over data streams,"l golab , m жzsu",vldb,2003
2114,finding hierarchical heavy hitters in data streams,"g cormode , f korn , s muthukrishnan , d srivastava",vldb,2003
2115,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"d xin , j han , x li , b wah",vldb,2003
2116,checks and balances : monitoring data quality problems in network traffic databases,"f korn , s muthukrishnan , y zhu",vldb,2003
2117,systematic development of data mining-based data quality tools,"d lќbbers , u grimmer , m jarke",vldb,2003
2118,continuous k-nearest neighbor queries for continuously moving points with updates,"g iwerks , h samet , k smith",vldb,2003
2119,staircase join : teach a relational dbms to watch its ( axis ) steps,"t grust , m keulen , j teubner",vldb,2003
2120,an almost-serial protocol for transaction execution in main-memory database systems,"s blott , h korth",vldb,2002
2121,lightweight flexible isolation for language-based extensible systems,"l daynшs , g czajkowski",vldb,2002
2122,processing star queries on hierarchically-clustered fact tables,"n karayannidis , a tsois , t sellis , r pieringer , v markl , f ramsak , r fenk , k elhardt , r bayer",vldb,2002
2123,exploiting versions for on-line data warehouse maintenance in molap servers,"h kang , c chung",vldb,2002
2124,protdb : probabilistic data in xml,"a nierman , h jagadish",vldb,2002
2125,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002
2126,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002
2127,a logical framework for scheduling workflows under resource allocation constraints,"p senkul , m kifer , i toroslu",vldb,2002
2128,incremental maintenance for non-distributive aggregate functions,"t palpanas , r sidle , r cochrane , h pirahesh",vldb,2002
2129,reverse nearest neighbor aggregates over data streams,"f korn , s muthukrishnan , d srivastava",vldb,2002
2130,tree pattern aggregation for scalable xml data dissemination,"c chan , w fan , p felber , m garofalakis , r rastogi",vldb,2002
2131,dtd-directed publishing with attribute translation grammars,"m benedikt , c chan , w fan , r rastogi , s zheng , a zhou",vldb,2002
2132,fas - a freshness-sensitive coordination middleware for a cluster of olap components,"u rіhm , k bіhm , h schek , h schuldt",vldb,2002
2133,the generalized mdl approach for summarization,"l lakshmanan , r ng , c wang , x zhou , t johnson",vldb,2002
2134,quotient cube : how to summarize the semantics of a data cube,"l lakshmanan , j pei , j han",vldb,2002
2135,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap,"y lee , k whang , y moon , i song",vldb,2002
2136,experience report : exploiting advanced database optimization features for large-scale sap r/3 installations,"b zeller , a kemper",vldb,2002
2137,"gnatdb : a small-footprint , secure database system",r vingralek,vldb,2002
2138,a new passenger support system for public transport using mobile database access,"k goto , y kambayashi",vldb,2002
2139,information integration and xml in ibm 's db2,p selinger,vldb,2002
2140,toward recovery-oriented computing,a fox,vldb,2002
2141,a multi-version cache replacement and prefetching policy for hybrid data delivery environments,"a seifert , m scholl",vldb,2002
2142,business process cockpit,"m sayal , f casati , u dayal , m shan",vldb,2002
2143,smart : making db2 ( more ) autonomic,"g lohman , s lightstone",vldb,2002
2144,xmark : a benchmark for xml data management,"a schmidt , f waas , m kersten , m carey , i manolescu , r busse",vldb,2002
2145,sql memory management in oracle9i,"b dageville , m zaяt",vldb,2002
2146,"preference sql - design , implementation , experiences","w kieпling , g kіstler",vldb,2002
2147,the denodo data integration platform,"a pan , j raposo , m сlvarez , p montoto , v orjales , j hidalgo , l ardao , a molano , с viёa",vldb,2002
2148,"the grna : a highly programmable infrastructure for prototyping , developing and deploying genomics-centric applications","a laud , s bhowmick , p cruz , d singh , g rajesh",vldb,2002
2149,obk - an online high energy physics ' meta-data repository,"i alexandrov , a amorim , e badescu , m barczyk , d burckhart-chromek , m caprini , m dobson , j flammer , r hart , r jones , a kazarov , s kolos , v kotov , d liko , l lucio , l mapelli , m mineev , l moneta , i papadopoulos , m nassiakou , n parrington , l pedro , a ribeiro ,",vldb,2002
2150,joining ranked inputs in practice,"i ilyas , w aref , a elmagarmid",vldb,2002
2151,an efficient method for performing record deletions and updates using index scans,c mohan,vldb,2002
2152,serviceglobe : distributing e-services across the internet,"m keidl , s seltzsam , k stocker , a kemper",vldb,2002
2153,self-serv : a platform for rapid composition of web services in a peer-to-peer environment,"q sheng , b benatallah , m dumas , e mak",vldb,2002
2154,an automated system for web portal personalization,"c aggarwal , p yu",vldb,2002
2155,eos : exactly-once e-service middleware,"g shegalov , g weikum , r barga , d lomet",vldb,2002
2156,experiments on query expansion for internet yellow page services using web log mining,"y ohura , k takahashi , i pramudiono , m kitsuregawa",vldb,2002
2157,issues and evaluations of caching solutions for web application acceleration,"w li , w hsiung , d kalashnikov , r sion , o po , d agrawal , k candan",vldb,2002
2158,the rubicon of smart data,r king,vldb,2002
2159,information management challenges from the aerospace industry,s sripada,vldb,2002
2160,extending an ordbms : the statemachine module,"w mahnke , c mathis , h steiert",vldb,2002
2161,banks : browsing and keyword searching in relational databases,"b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan",vldb,2002
2162,profiling and internet connectivity in automotive environments,"m cilia , p hasselmayer , a buchmann",vldb,2002
2163,gembase : a geometric mediator for brain analysis with surface ensembles,"s santini , a gupta",vldb,2002
2164,rtmonitor : real-time data monitoring using mobile agent technologies,"k lam , a kwan , k ramamritham",vldb,2002
2165,viator - a tool family for graphical networking and data view creation,"s heymann , k tham , a kilian , g wegner , p rieger , d merkel , j freytag",vldb,2002
2166,database technologies for electronic commerce,"r agrawal , r srikant , y xu",vldb,2002
2167,advanced database technologies in a diabetic healthcare system,"w hsu , m lee , b ooi , p mohanty , k teo , c xia",vldb,2002
2168,caching technologies for web applications,c mohan,vldb,2001
2169,approximate query processing : taming the terabytes,"m garofalakis , p gibbons",vldb,2001
2170,a-topss - a publish/subscribe system supporting approximate matching,"h liu , h jacobsen",vldb,2002
2171,alias : an active learning led interactive deduplication system,"s sarawagi , a bhamidipaty , a kirpal , c mouli",vldb,2002
2172,champagne : data change propagation for heterogeneous information systems,"r rantzau , c constantinescu , u heinkel , h meinecke",vldb,2002
2173,entrans : a system for flexible consistency maintenance in directory applications,"a herlekar , a deopujari , k ramamritham , s gopale , s shukla",vldb,2002
2174,legodb : customizing relational storage for xml documents,"p bohannon , j freire , j haritsa , m ramanath , p roy , j simщon",vldb,2002
2175,active xml : peer-to-peer data and web services integration,"s abiteboul , o benjelloun , i manolescu , t milo , r weber",vldb,2002
2176,crawling the hidden web,"s raghavan , h garcia-molina",vldb,2001
2177,discovery of influence sets in frequently updated databases,"i stanoi , m riedewald , d agrawal , a abbadi",vldb,2001
2178,analyzing quantitative databases : image is everything,"a amir , r kashi , n netanyahu",vldb,2001
2179,a formal perspective on the view selection problem,"r chirkova , a halevy , d suciu",vldb,2001
2180,generic schema matching with cupid,"j madhavan , p bernstein , e rahm",vldb,2001
2181,"et tu , xml ? the downfall of the relational empire ( abstract )",p wadler,vldb,2001
2182,"business process coordination : state of the art , trends , and open issues","u dayal , m hsu , r ladin",vldb,2001
2183,data management for pervasive computing,"m cherniack , m franklin , s zdonik",vldb,2001
2184,data stream query processing : a tutorial,,,2003
2185,grid data management systems & services,,,2003
2186,"constructing and integrating data-centric web applications : methods , tools , and techniques",,,2003
2187,"database tuning : principles , experiments , and troubleshooting techniques","d shasha , p bonnet",vldb,2002
2188,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler",vldb,2002
2189,comparing data streams using hamming norms ( how to zero in ),"g cormode , m datar , p indyk , s muthukrishnan",vldb,2002
2190,a case for fractured mirrors,"r ramamurthy , d dewitt , q su",vldb,2002
2191,fast and accurate text classification via multiple linear discriminant projections,"s chakrabarti , s roy , m soundalgekar",vldb,2002
2192,ebusiness standards and architectures,,,2002
2193,querying and mining data streams : you only get one look,,,2002
2194,application servers and associated technologies,,,2002
2195,automation in information extraction and data integration,,,2002
2196,searching and mining fine-grained semi-structured data,,,2002
2197,sensor data mining : similarity search and pattern analysis,,,2002
2198,"wireless graffiti - data , data everywhere matters","t imielinski , b badrinath",vldb,2002
2199,self-tuning database technology and information services : from wishful thinking to viable engineering,"g weikum , a mіnkeberg , c hasse , p zabback",vldb,2002
2200,adaptable similarity search using non-relevant information,"t ashwin , r gupta , s ghosal",vldb,2002
2201,referee : an open framework for practical testing of recommender systems using researchindex,"d cosley , s lawrence , d pennock",vldb,2002
2202,database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment,"j conrad , x guo , p jackson , m meziou",vldb,2002
2203,sideway value algebra for object-relational databases,"g жzsoyoglu , a al-hamdani , i altingіvde , s жzel , ж ulusoy , z жzsoyoglu",vldb,2002
2204,incorporating xsl processing into database engines,g moerkotte,vldb,2002
2205,structural function inlining technique for structurally recursive xml queries,"c park , j min , c chung",vldb,2002
2206,chip-secured data access : confidential data on untrusted servers,"l bouganim , p pucheral",vldb,2002
2207,optimizing view queries in rolex to support navigable result trees,"p bohannon , s ganguly , h korth , p narayan , p shenoy",vldb,2002
2208,watermarking relational databases,"r agrawal , j kiernan",vldb,2002
2209,hippocratic databases,"r agrawal , j kiernan , r srikant , y xu",vldb,2002
2210,plan selection based on query clustering,"a ghosh , j parikh , v sengar , j haritsa",vldb,2002
2211,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002
2212,streaming queries over streaming data,"s chandrasekaran , m franklin",vldb,2002
2213,generic database cost models for hierarchical memory systems,"s manegold , p boncz , m kersten",vldb,2002
2214,a transducer-based xml query processor,"b ludфscher , p mukhopadhyay , y papakonstantinou",vldb,2002
2215,monitoring streams - a new class of data management applications,"d carney , u чetintemel , m cherniack , c convey , s lee , g seidman , m stonebraker , n tatbul , s zdonik",vldb,2002
2216,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb,2002
2217,shooting stars in the sky : an online algorithm for skyline queries,"d kossmann , f ramsak , s rost",vldb,2002
2218,updates for structure indexes,"r kaushik , p bohannon , j naughton , p shenoy",vldb,2002
2219,efficient structural joins on indexed xml documents,"s chien , z vagena , d zhang , v tsotras , c zaniolo",vldb,2002
2220,foundations of preferences in database systems,w kieпling,vldb,2002
2221,multi-dimensional regression analysis of time-series data streams,"y chen , g dong , j han , b wah , j wang",vldb,2002
2222,continuous nearest neighbor search,"y tao , d papadias , q shen",vldb,2002
2223,progressive merge join : a generic and non-blocking sort-based join algorithm,"j dittrich , b seeger , d taylor , p widmayer",vldb,2002
2224,optimizing result prefetching in web search engines with segmented indices,"r lempel , s moran",vldb,2002
2225,i/o-conscious data preparation for large-scale web search engines,"m lifantsev , t chiueh",vldb,2002
2226,approximate frequency counts over data streams,"g manku , r motwani",vldb,2002
2227,statstream : statistical monitoring of thousands of data streams in real time,"y zhu , d shasha",vldb,2002
2228,adaptive index structures,"y tao , d papadias",vldb,2002
2229,xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation,"l lim , m wang , s padmanabhan , j vitter , r parr",vldb,2002
2230,distributed search over the hidden web : hierarchical database sampling and selection,"p ipeirotis , l gravano",vldb,2002
2231,exact indexing of dynamic time warping,e keogh,vldb,2002
2232,optimizing the secure evaluation of twig queries,"s cho , s amer-yahia , l lakshmanan , d srivastava",vldb,2002
2233,compressed accessibility map : efficient access control for xml,"t yu , d srivastava , l lakshmanan , h jagadish",vldb,2002
2234,structure and value synopses for xml data graphs,"n polyzotis , m garofalakis",vldb,2002
2235,how to summarize the universe : dynamic maintenance of quantiles,"a gilbert , y kotidis , s muthukrishnan , m strauss",vldb,2002
2236,a bandwidth model for internet search,a uhl,vldb,2002
2237,maintaining coherency of dynamic data in cooperating repositories,"s shah , k ramamritham , p shenoy",vldb,2002
2238,effective change detection using sampling,"j cho , a ntoulas",vldb,2002
2239,provisions and obligations in policy management and security applications,"c bettini , s jajodia , x wang , d wijesekera",vldb,2002
2240,eliminating fuzzy duplicates in data warehouses,"r ananthakrishna , s chaudhuri , v ganti",vldb,2002
2241,improving data access of j2ee applications by exploiting asynchronous messaging and caching services,"s kounev , a buchmann",vldb,2002
2242,view invalidation for dynamic content caching in multitiered architectures,"k candan , d agrawal , w li , o po , w hsiung",vldb,2002
2243,using latency-recency profiles for data delivery on the web,"l bright , l raschid",vldb,2002
2244,searching on the secondary structure of protein sequences,"l hammel , j patel",vldb,2002
2245,efficient exploration of large scientific databases,"e stolte , g alonso",vldb,2002
2246,coma - a system for flexible combination of schema matching approaches,"h do , e rahm",vldb,2002
2247,translating web data,"l popa , y velegrakis , r miller , m hernсndez , r fagin",vldb,2002
2248,static analysis techniques for predicting the behavior of active database rules,"a aiken , j hellerstein , j widom",acm trans . database syst .,1995
2249,declarative updates of relational databases,w chen,acm trans . database syst .,1995
2250,the incinerate data model,h jagadish,acm trans . database syst .,1995
2251,quorum consensus in nested transaction systems,"k goldman , n lynch",acm trans . database syst .,1994
2252,\ addendum to \ '' \ `` automatic generation of production rules for integrity maintenance \ '' \ '' \ '' '',"s ceri , p fraternali , s paraboschi , l tanca",acm trans . database syst .,1995
2253,incremental computation of nested relational query expressions,"l bцkgaard , l mark",acm trans . database syst .,1995
2254,efficient checking of temporal integrity constraints using bounded history encoding,j chomicki,acm trans . database syst .,1995
2255,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995
2256,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton",acm trans . database syst .,1995
2257,query evaluation in deductive databases with alternating fixpoint semantics,w chen,acm trans . database syst .,1995
2258,containment of conjunctive queries : beyond relations as sets,"y ioannidis , r ramakrishnan",acm trans . database syst .,1995
2259,transaction chopping : algorithms and performance studies,"d shasha , f llirbat , e simon , p valduriez",acm trans . database syst .,1995
2260,a normal form for precisely characterizing redundancy in nested relations,"w mok , y ng , d embley",acm trans . database syst .,1996
