custom_id,brand,modelno,title,price,dimensions,shipweight
16516,Pendaflex,,New-Pendaflex H110 - Straight Cut End Tab Folders One Ply 9 1 2 Inch Front Letter Manila 100 Box - ESSH110,37,,17.1
16517,Pendaflex,,New-Pendaflex 81620 - Hanging File Folders Untabbed Legal Standard Green 25 Box - ESS81620,39,,8.7
16518,Pendaflex,,New-Pendaflex 42622 - Ready-Tab Reinforced Hanging File Folders 1 5 Tab Letter Blue 25 Box - ESS42622,,,7.5
16519,Pendaflex,,New-Pendaflex 421013VIO - Interior File Folders 1 3 Cut Top Tab Letter Violet 100 Box - ESS421013VIO,,,12.4
16520,Pendaflex,,New-Pendaflex 22200 - Double-Ply Tabbed File Jacket with Two Inch Expansion Letter Manila 50 Box - ESS22200,67,,12.2
16521,Pendaflex,,New-Pendaflex 21301 - Folders with Embossed Fasteners 1 3 Cut Top Tab Letter Blue 50 Box - ESS21301,65,,10.4
16522,Panter Company,,New-Panter Company SL2 - Spring-Lock Metal Label Holders Top Load 2 x 2-3 4 Black Clear 12 Pack - PCISL2,27,,11.4
16523,Panter Company,,New-Panter Company MAGLHRD - Slap-Stick Magnetic Label Holders Side Load 4-1 4 x 2-1 2 Red 10 Pack - PCIMAGLHRD,29,,11.4
16524,Oxford,,New-Oxford 73155 - Card Guides Alpha 1 5 Tab Polypropylene 5 x 8 25 Set - ESS73155,29,,2
16525,Oxford,,New-Oxford 57503 - Twin-Pocket Portfolio Embossed Leather Grain Paper Light Green - ESS57503,28,,5.6
16526,Oxford,,New-Oxford 55838 - Clear Front Report Cover Tang Clip Letter 1 2 Capacity Dark Blue 25 Box - ESS55838,55,,4.2
16527,Oxford,,New-Oxford 51726 - High Gloss Laminated Folder 100-Sheet Capacity Purple 25 Box - ESS51726,50,,7.7
16528,Oxford,,New-Oxford 5049526 - Two-Pocket Laminated Folder 100-Sheet Capacity Metallic Purple - ESS5049526,46,,7.3
16529,Navigator,,New-Navigator NMP1720 - Premium Multipurpose Paper 97 Brightness 20lb 11 x 17 White 2500 Carton - SNANMP1720,105.47,,110.2
16530,Navigator,,New-Navigator NMP1420 - Premium Multipurpose Paper 97 Brightness 20lb 8-1 2x14 White 5000 Carton - SNANMP1420,115.5,,140.2
16531,National,,New-National Brand 57802 - Visitor Register Book Black Hardcover 128 Pages 8 1 2 x 9 7 8 - RED57802,35.38,,3
16532,National,,New-National Brand 56231 - Texhide Accounting Book Black Burgundy 300 Green Pages 10 3 8 x 8 3 8 - RED56231,58,,3.7
16533,Mr. Sketch,,New-Mr. Sketch 1916TL - Washable Watercolor Markers Conical Point 12 Colors 192 Set - SAN1916TL,164.77,21.6 x 10.8 x 4.0 inches,22
16534,Mead,,New-Mead 06074 - Cambridge Limited Subject Wirebound Business Notebook Legal Rule 80-Sheets - MEA06074,15.14,,15.8
16535,Mead,,New-Mead 06070 - Cambridge 2-Subject Wirebound Business Notebook Lgl Rule Ltr WE 96 Pages - MEA06070,19,,2.7
16536,Mayline,,New-Mayline BTBF20LCR - Brighton Series Suspended Box File Pedestal 15w x 19d x 20h Cherry - MLNBTBF20LCR,289,,130.1
16537,JVC,,New-Lightweight Folding Headphone with Bass Boost - Black - DQ2360,51,,1.4
16538,JVC,,New-Lightweight Folding Headphone with Bass Boost - Blue - DQ2359,51,,1.5
16539,Innovera,,New-Innovera B436A - B436A Compatible Remanufactured Toner 2000 Page-Yield Black - IVRB436A,74,,5.3
16540,Innovera,,New-Innovera B435A - B435A Compatible Remanufactued Toner 1500 Page-Yield Black - IVRB435A,83,,5.1
16541,Innovera,,New-Innovera 39950 - Cable Ties 6-3 8 Length Assorted Colors 50 Ties Pack - IVR39950,12.75,,3.8
16542,Sony,,New-Imagination Studio Suite 3.0 - SNYCD64783WI,189,,9.9
16543,House of Doolittle,,New-House of Doolittle 642 - 12-Month Laminated Wall Planner 36 x 24 - HOD642,32,,2.2
16544,Hon,,New-HON S82ABCP - Metal Bookcase 6 Shelves 34-1 2w x 12-5 8d x 81-1 8h Black - HONS82ABCP,519,,213.8
16545,Hon,,New-HON LD42GN - Laminate Round Table Top 42 Diameter Mahogany - HONLD42GN,367,,154.3
16546,Hon,,New-HON 107292JJ - 10700 Series Bookcase Hutch 32-5 8w x 14-5 8d x 37-1 8h Henna Cherry - HON107292JJ,196,,205
16547,Hon,,New-HON 10707RJJ - 10700 Series Right Pedestal Credenza 72w x 24d x 29-1 2h Henna Cherry - HON10707RJJ,1135,,518.1
16548,Hon,,New-HON 10707RCC - 10700 Series Right Pedestal Credenza 72w x 24d x 29-1 2h Harvest - HON10707RCC,1135,,518.1
16549,PaperPro,,New-Heavy-Duty Stapler 100 Sheet Capacity Black Silv Case Pack 1 - 509864,170.53,,6.6
16550,Globe Weis,,New-Globe-Weis R219AHD - Accordion Open Top File 21 Pockets 1 3 Tab Legal Brown - GLWR219AHD,34,,3.8
16551,Gem,,New-GEM CP20 - Plastic Head Push Pins Plastic Clear 3 8 100 Box - GEMCP20,12.7,,6.7
16552,3M,,New-Gel Antimicrobial Thin Wrist Rest for Standard Key Case Pack 1 - 517054,47.29,,1.6
16553,GBC,,New-GBC Swingline 1757250 - ShredMaster SC170 Light-Duty Strip-Cut Shredder 12 Sheet Capacity - SWI1757250,102.5,,27.6
16554,Fellowes,,New-Fellowes 62112 - Side Load Letter Desk Tray Wire Black - FEL62112,18,,1.5
16555,Epson,,New-Epson V11H363020 - PowerLite 1775W Multimedia Projector 3000 Lumens 1280 x 800 Pixels - EPSV11H363020,1590,,17.3
16556,Epson,,New-Epson S041390 - Premium Glossy Photo Paper Rolls 165 g 24 x 100 ft - EPSS041390,130,,18.2
16557,Durable,,New-Durable 535900 - VARIO Reference Wall System 10 Panels - DBL535900,80,,3.9
16558,Durable,,New-Durable 241601 - TELINDEX Rotary Address Card File Holds 500 4 1 8 x 2 7 8 Cards Graphite Black - DBL241601,53,,5
16559,Rolodex,,New-Distinctions Self-Stacking Desk Tray Metal Wood Case Pack 1 - 507579,40.31,,6
16560,Dataproducts,,New-Dataproducts R5110 - R5110 Compatible Correctable Ribbon Black - DPSR5110,18,,11.4
16561,Crown,,New-Crown TE0046AC - Tire-Track Scraper Mat Needlepunch Polypropylene Vinyl 48 x 72 Anthracite - CWNTE0046AC,,,50.7
16562,Crown,,New-Crown SSR035CH - Super-Soaker Wiper Mat w Gripper Bottm Polypropylene 34 x 58 Charcoal - CWNSSR035CH,136,,24.2
16563,Crown,,New-Crown ET0310CH - EcoStep Mat 36 x 120 Charcoal - CWNET0310CH,,,41.9
16564,Crown,,New-Crown CK0023BL - Comfort King Antifatigue Mat Zedlan 24 x 36 Royal Blue - CWNCK0023BL,47,,11
16565,C-Line,,New-C-Line 92377 - Self-Adhesive Inkjet Laser Printer Name Badges 2-1 3 x 3-3 8 White 200 Box - CLI92377,31,,1.7
16566,C-Line,,New-C-Line 62150 - Deluxe Project Jacket Folders Letter Vinyl Black Blue Clear Green Red 35 Box - CLI62150,72,,8
16567,C-Line,,New-C-Line 49911 - Shop Ticket Holders Letter Clear Front Back w Black Stitching 25 Box - CLI49911,33,,5.1
16568,ClassiX,,New-ClassiX 40713 - Refill Ink for Classix Stamps 2 oz Bottle Blue - SHA40713,13.25,,6.4
16569,Bush,,New-Bush WC36726 - Series C Credenza 71w x 23-3 8d x 29-7 8h Mahogany - BSHWC36726,,,271.2
16570,Bush,,New-Bush QT7465CS - Quantum Series Right Peninsula 47-5 8w x 29-1 4d x 30h Harvest Cherry - BSHQT7465CS,369,,116.8
16571,Brother,,New-Brother DK2606 - Continuous Film Label Tape 2-3 7 x 50ft Roll Yellow - BRTDK2606,108,,1.2
16572,The Board Dudes,,New-The Board Dudes 12765UA1 - Dry Erase Board Cork Inset Frame 48 x 36 Black - BDU12765UA1,208,,12.1
16573,Blue line,,New-Blueline A1082 - Large Executive Notebook BE Cover College Margin Ltr WE 75 Sheets - REDA1082,21,,2.4
16574,Bankers Box,,New-Bankers Box 0083201 - Stor File Extra Strength Storage Box Legal Locking Lid White Blue 12 Carton - FEL0083201,185,,75.6
16575,Bankers Box,,New-Bankers Box 00709 - Stor File Max Lock Storage Box Letter Legal White Blue 12 Carton - FEL00709,166,,50.7
16576,Bankers Box,,New-Bankers Box 0005502 - FastFold Flip Top File Storage Box Letter Legal White Blue 12 Ctn - FEL0005502,176,,41.9
16577,Avery,,New-Avery 79404 - Nonstick Heavy-Duty EZD Reference View Binder 4 Capacity Gray - AVE79404,46,,3.8
16578,Avery,,New-Avery 11508 - Write-On Plain Tab Dividers Five Multicolor Tabs Letter Salmon 36 Sets - AVE11508,63,,9.8
16579,Ampad,,New-Ampad 52115R - Envirotec Hanging File Folder 1 5 Tab 11 Point Letter Standard Green 25 Box - AMP52115R,28,,6.1
16580,Ampad,,New-Ampad 20806 - Gold Fibre Spiral Steno Book Gregg Rule 6 x 9 White GN 100 Sheets Pad - AMP20806,3.28,,11.7
16581,Ampad,,New-Ampad 20805 - Gold Fibre Personal Notebook College Med Rule 7 x 5 Designer Navy 100 Sheet - AMP20805,15.03,,15.8
16582,Ampad,,New-Ampad 20345 - Evidence Dual Ruled Pad Law Rule 8-1 2 x 11-3 4 White 100 Sheets - AMP20345,15.43,,2.3
16583,Ampad,,New-Ampad 20032 - Gold Fibre Writing Pads Legal Wide Rule Ltr Canary 4 50-Sheet Pads Pack - AMP20032,30,,6
16584,Alera,,New-Alera VA72RE3624MY - Valencia Series Table Top Rectangular 36w x 24d Mahogany - ALEVA72RE3624MY,207,,77.2
16585,Alera,,New-Alera VA72QR3030MC - Valencia Series Table Top Quarter Round 30w x 30d Medium Cherry - ALEVA72QR3030MC,207,,61.7
16586,Alera,,New-Alera SW503624BA - Wire Shelving Starter Kit 4 Shelves 36w x 24d x 72h Black Anthracite - ALESW503624BA,407,,141.6
16587,Alera,,New-Alera SW503618BL - Wire Shelving Starter Kit 4 Shelves 36w x 18d x 72h Black - ALESW503618BL,327,,127.9
16588,Alera,,New-Alera SB625234BL - Steel Bookcase 4 Shelves 34-1 2w x 13d x 52h Black - ALESB625234BL,287,,134.5
16589,Alera,,New-Alera RN312415MM - Verona Veneer Series Center Drawer Veneer 29-1 2w x 16d x 2h Mahogany - ALERN312415MM,117,,27.5
16590,Antec,,New-65W Notebook Power Adapter - NP65,29,,2
16591,Aluratek,,New-4-port USB 3.0 Hub w Cable - AUH0304F,53.03,,1.9
16592,Brenthaven,,MetroLite Laptop Shoulder Case in Jet Black,79.95,18.8 x 13.5 x 4.0 inches,2.5
16593,Intel,,Media DH67BL Desktop Motherboard - Intel - Socket H2 LGA-1155,109.02,,2.2
16594,Mead,,Mead 06092 - Cambridge Wirebound Business Notebook Planner Lgl Rule Ltr WE 96-Sheets,,,3
16595,Magna Visual,,Magna Visual MCH2030P - Magnetic Card Holders 3 x 1 3 4 Charcoal 10 Pack,,,3.2
16596,Tripp Lite,B078-001-PS2,Tripp Lite B078-001-PS2 NetCommander Server Interface Unit for B072 KVM- PS 2,71.41,5.8 x 4.7 x 0.9 inches,1
16597,Tripp Lite,,TRIPPLITE B022-004-R 4-Port KVM Switch,62.84,9.5 x 7.0 x 2.5 inches,4.7
16598,Da-Lite,,Da-Lite 97989 Da-Tex Rear Tensioned Cosmopolitan Electrol - AV Format 10 6 x 14 diagonal,,,240
16599,Da-Lite,,Da-Lite 27658 Da-Glas Deluxe Rear Projection Screen - 57 3 4 x 77 Video Format,,,410
16600,Middle Atlantic,,J Series Jumpers for Power Modules 6 pack,62.95,,3.2
16601,Innovera,,Innovera 30011 - USB Extension Cable 10 ft. Gray,,,1.1
16602,Inland,2500,Inland 02500 Pro 1000 Camera Carrying Case,2.95,7.1 x 7.0 x 5.0 inches,1
16603,Imation,,Imation 16x DVD-R Media - 4.7GB - 120mm Standard - 50 Pack Spindle,,,4.6
16604,Imation,,IMATION 16260 Super DLT Tape 160 320GB Recertified,,,
16605,TRENDnet,TK-CU10,TRENDnet USB VGA KVM Cable 10ft. Male to Male TK-CU10,11.99,11.0 x 5.0 x 2.2 inches,1
16606,HP,,HP C6979A - Premium Photo Paper 64 lbs. Glossy 8-1 2 x 11 50 Sheets Pack,,,4.4
16607,dealz4real,,HON tm P3236LNS - Metro Classic Series Workstation Return Left 42w x 24d Mahogany Charcoal,,,95
16608,dealz4real,,HON tm 626CNQ - 600 Series Open Shelving 6-Shelf Steel Legal 36w x 16-3 4d x 75-7 8h Gray,557.8,,160
16609,Da-Lite,,Holoscreen Rear Projection Screen - 66 x 101 Video Format,7400,,313
16610,Goldtouch,GTC-MACW,Goldtouch GTC-MACW Keypad - Wired - White - USB - 22 x Key - USB Hub,59.21,6.5 x 5.5 x 1.8 inches,1
16611,GN Netcom,,Jabra GN Netcom 2000 Series USB Mono CIPC Noise Canceling Headset with Boom Microphone,91.41,,2
16612,Fiskars,,Fiskars 01004343 - Home and Office Scissors 5 in. Length Orange Handle Stainless Steel,,,5.9
16613,Avery,,Translucent Multicolor Write-On Dividers Eight,,,1.1
16614,Duracell,,Duracell Coppertop Batteries,14.65,8.8 x 4.5 x 0.9 inches,13.6
16615,Draper,,Video Conferencing Camera Box,324.99,16.4 x 11.0 x 8.6 inches,14
16616,Dolica,GS-350,Dolica GS-350 Professional Camera Shoulder Case,65.67,20.0 x 11.0 x 10.0 inches,5
16617,Zebra,,Zebra 74005 - Zazzle Fluorescent Highlighter Chisel Tip Assorted Colors 5 Set,24.34,,4.6
16618,Zebra,,Zebra 46630 - Sarasa Roller Ball Retractable Gel Pen Red Ink Bold Dozen,,,12
16619,ZAX,,ZAX 87525 PRO SERIES 2 RCA PLUGS TO RCA JACK Y-ADAPTER,3.98,,3.5
16620,ZAX,,ZAX 87520 PRO SERIES 2 RCA JACKS TO RCA PLUG Y-ADAPTER,5.98,,5.3
16621,TP-Link,TD-8840T,TP-Link RT TD-8840T 4 Ethernet Port,22.95,6.5 x 4.3 x 1.1 inches,2
16622,Uniball,,uni-ball 65871 - 207 Impact Roller Ball Retractable Gel Pen Blue Ink Bold,21.3,,1.4
16623,Uniball,,uni-ball 60636 - Vision Exact Roller Ball Stick Water-Proof Pen Green Ink Fine,21.33,,1.1
16624,Uniball,,uni-ball 1741793 - Vision RT Ballpoint Retractable Pen Assorted Ink Fine 3 per Pack,,,4.6
16625,Targus,,TARGUS RED TGK-FR300 DIGITAL CAMERA STARTER KIT,17.96,,2.2
16626,Swingline,,Swingline 74515 - 15-Sheet Electric Portable Desktop Punch Silver Black,,,4.4
16627,Stanley,,Stanley Bostitch B8HDP - B8 Heavy-Duty Plier Stapler 45-Sheet Capacity Black Charcoal Gray,,,2.6
16628,Smead,,Smead 73501 - Expansion Drop Front File Pockets Straight Tab Poly Letter Red 4 Box,,,2.4
16629,Smead,,Smead 64410 - Interior Pocket Hanging Folders Untabbed Letter Standard Green 25 Box,,,9
16630,Smead,,Smead 56076 - Self-Tab Card Guides Alpha 1 5 Tab Manila 4 x 6 25 Set,,,13.4
16631,Toshiba,PA3922U-1ARA,Toshiba 30W Global AC Adapter for Toshiba ThriveTM 10-inch Tablet 100 Compatible With P N PA3922U-1ARA PA3922U-1ACA.,48.88,,
16632,Slappa,,Slappa SL-LP-26C Velocity MATRIX PRO Backpack Laptop Bag,,,3.4
16633,Sharp,,Quicken 2011 Deluxe Retail,82.28,,7
16634,Sharpie,,Sharpie 1735792 - Retractable Ultra Fine Tip Permanent Marker Blue,20.99,,1.1
16635,Serif,,Serif WebPlus Essentials Software,19.99,,12.8
16636,Serif,,Serif MOVIEPLUS X3 Digital Studio Software,19.99,,13.6
16637,Scotch,,Scotch 3105 - Magic Office Tape Refillable Dispenser 3 4 x 300 3 Box,23.14,,8.8
16638,TomTom,1EN4.019.01,TomTom VIA 1405M 4.3-Inch Portable GPS Navigator with Lifetime Maps,,4.7 x 3.4 x 1.3 inches,1
16639,Safco,,Safco 3442BL - Metro Extended Height Swivel Tilt Chair 22-33 Seat Height Black Fabric,,,63.9
16640,Rubbermaid,,Rubbermaid 65976ROS - Unbreakable Three Pocket Wall File Set Letter Clear,,,5.5
16641,Rubbermaid,,Rubbermaid 25001 - Rotary Desk Organizer with Supplies 10 diameter x 13 3 8 Black,53.45,,6.1
16642,Quartet,,Quartet SB93513Q - ShowIt Three-Panel Display System Fabric Blue Gray Black PVC Frame,,,14
16643,Quartet,,Quartet S553 - Combo Bulletin Board Dry-Erase Melamine Cork 36 x 24 White Oak Frame,,,17.6
16644,Quartet,,Quartet MP2800Q - Class Two Four-Function Executive Laser Pointer Projects 150 Yards Silver,,,1.1
16645,Quartet,,Quartet MP1350Q - Class Three Executive Metal Laser Pointer Projects 500 Yards Matte Silver,,,8.8
16646,Quartet,,Quartet 51659312 - ReWritables Dry Erase Mini-Markers Fine Point Six Colors 6 Set,23.29,,5.9
16647,Quartet,,Quartet 307 - Bulletin Board Natural Cork Over Fiberboard 72 x 48 Solid Oak Frame,,,59.5
16648,ACCO,,Plastic Report Cover Prong Clip Letter 3,,,5.9
16649,Pinpoint,,Pinpoint AM 10 Universal Bookshelf Speaker Wall Mount - Pinpoint AM10,26.49,,1.5
16650,Pilot,,Pilot 35209 - VBall Roller Ball Stick Liquid Pen Green Ink Extra Fine Dozen,,,10.9
16651,Pentel,,Pentel P1035A - Sharp Kerry Automatic Pencil 0.50 mm Black Barrel,33.61,,5.9
16652,Pendaflex,,Pendaflex 62711 - MicrobeGuard File Folders Straight Cut One Fastener Letter Manila 50 Box,,,11.5
16653,Pendaflex,,Pendaflex 2157R - Pressboard Classification Folders Legal Four-Section Red 10 Box,,,9.3
16654,Peerless,,7 Feet Peerless Plasma Screen Pedestal with Rotation and Tilt,,,45
16655,PaperPro,,PaperPro 1451 - Paper Pro StandOut Stapler 15-Sheet Capacity Blue,,,1.2
16656,Paper Mate,,Paper Mate 56047PP - Clear Point Mechanical Pencil 0.70 mm Assorted 2 Set,24.49,,3.8
16657,Tektronix,,108R00648 Imaging Unit Magenta,225.43,,5
16658,ONX,,ONX IF108 iFloat Floating Wireless Outdoor Stereo Speaker,115.3,,5
16659,ZAX,,New-ZAX 87303 PRO SERIES COMPOSITE AUDIO VIDEO CABLE 3 M - 87303,9.93,,2.3
16660,ZAX,,New-ZAX 85910 SELECT SERIES RF COAXIAL F-PIN CABLE 10 M - 85910,6.75,,2
16661,X-Acto,,New-X-ACTO X511 - 11 Bulk Pack Blades for X-Acto Knives 500 Box - EPIX511,148.76,,2.8
16662,X-Acto,,New-X-ACTO 1031 - Model KS Manual Pencil Sharpener Table- or Wall-Mount Black Chrome - EPI1031,28,,2
16663,Corel,,New-WordPerfect Office X5 Standard - CRLCD12734WI,,,2
16664,Microsoft,,New-Wireless Keyboard 800 USB Port - 2VJ00001,35,,4.1
16665,Wilson Jones,,New-Wilson Jones 86651 - Professional Plus No-Gap D-Rings Vinyl View Binder 5 Capacity Black - WLJ86651,70,,6.4
16666,Wilson Jones,,New-Wilson Jones 36244B - Economy Vinyl Round Ring View Binder 11 x 8-1 2 2 Capacity Black - WLJ36244B,19,,2.4
16667,Wilson Jones,,New-Wilson Jones 21402 - Super Heavy Weight Sheet Protector Clear 25 Box - WLJ21402,21,,2.2
16668,Wausau,,New-Wausau Paper 62421 - Exact Colored Paper 24lb 8-1 2 x 11 Orchid 500 Sheets Ream - WAU62421,30.37,,13.1
16669,Verbatim,,New-Verbatim 95188 - Compact Flash Card 4GB - VER95188,38,,2.1
16670,Universal,,New-Universal 43733 - Magnetic Dry Erase Board Melamine 36 x 24 White Aluminum Plastic Frame - UNV43733,187,,13.2
16671,Universal,,New-Universal 43623 - Dry-Erase Board Melamine 36 x 24 White Satin-Finished Aluminum Frame - UNV43623,60,,17.6
16672,Universal,,New-Universal 43602 - Cork Bulletin Board 24 x 18 Natural Oak Frame - UNV43602,34,,8.8
16673,Tripp Lite,,New-Tripp Lite P568003FL - P568-003-FL 3ft Flat HDMI Gold Cable HDMI M M 3 - TRPP568003FL,28,,6.4
16674,DigiPower,,New-Travel Charger Sony Batteries - TC500S,40,,1.3
16675,Tops,,New-TOPS 63140 - Prism Plus Colored Pads Legal Rule Letter Orchid 50-Sheet Pads 12 Pack - TOP63140,42.55,,14.6
16676,Tops,,New-TOPS 63020 - Prism Plus Colored Jr. Legal Pads 5 x 8 Blue 50-Sheet Pads 12 Pack - TOP63020,35.29,,5.9
16677,Tops,,New-TOPS 46639 - Packing Slip Book 5-1 2 x 7-7 8 Three-Part Carbonless 50 Sets Book - TOP46639,17.99,,1.3
16678,Tops,,New-TOPS 46500 - Sales Order Book 5-1 2 x 7-7 8 Two-Part Carbonless 50 Sets Book - TOP46500,14.8,,15.5
16679,Tops,,New-TOPS 46147 - Purchase Order Book 8-1 2 x 11 Three-Part Carbonless 50 Sets Book - TOP46147,,,2.6
16680,Tops,,New-TOPS 25332 - Royale Business Hardcover Notebook College Rule 8-1 4 x 11-3 4 96-Sheet - TOP25332,25,,3.4
16681,C-Line,,New-Top-Load Vinyl Sheet Protectors Case Pack 1 - 508823,40.31,,5.5
16682,Avery,,New-Top-Load Poly Three-Hole Sheet Protectors Economy Case Pack 1 - 508804,32.99,,3.6
16683,Tatco,,New-Tatco 22600 - Tamper-Proof Nylon Cable Ties 8 x 3 16 1000 Ties Pack - TCO22600,63,,7
16684,Tarifold,,New-Tarifold Inc. 50411 - Catalog Rack Starter Set 12 Sections - TFI50411,148,,22
16685,SunPak,,New-Tabletop Tripod With 3-Way Panhead - CA0391,,,1.5
16686,Post-It,,New-Super Sticky Self-Stick Easel Pad 25 x 30 White Case Pack 1 - 447742,258.05,,31.8
16687,STEELMASTER by MMF Industries,,New-STEELMASTER by MMF Industries 2713WFBK - Steelmaster Wall File Kit Letter Three Pocket Black - MMF2713WFBK,75,,21.2
16688,Stanley,,New-Stanley Bostitch B515BK - Economical Full Strip Stapler 20-Sheet Capacity Black - BOSB515BK,27.81,,1.5
16689,S J Paper,,New-S J Paper S11571 - Archival File Folders Antimicrobial 1 3 Cut Top Tab Letter Manila 50 Box - SJPS11571,49,,9.4
16690,Ideastream,,New-Snap N Store Collapsible Index Card File Box Hold Case Pack 3 - 445671,33,,1.7
16691,Smead,,New-Smead 89235 - Deluxe Expandable File 1-31 Jan-Dec Index Letter Size Pressboard Navy Blue - SMD89235,46,,3.8
16692,Smead,,New-Smead 74790 - TUFF Pocket Five Inch Expansion File Pockets Straight Legal Redrope 10 Box - SMD74790,,,9.7
16693,Smead,,New-Smead 70720 - Heavy-Duty A-Z Open Top Expanding Files 21 Pockets Letter Navy Blue - SMD70720,,,2.9
16694,Smead,,New-Smead 68191 - Two-Hole Letter Legal Expanding Pockets Legal Letter Poly Clear 24 Box - SMD68191,36,,3.3
16695,Smead,,New-Smead 64224 - FasTab TUFF Hanging Pockets with Reinforced Tabs Letter Moss 9 Box - SMD64224,95,,6.8
16696,Smead,,New-Smead 64140 - Tuff Hanging Folder with Easy Slide Tab Legal Assorted 15 Box - SMD64140,44,,6.1
16697,Smead,,New-Smead 64083 - FasTab Hanging File Folders 1 3 Tab Legal Moss Green 20 Box - SMD64083,43,,8.2
16698,Smead,,New-Smead 64056 - Designer Assortment Hanging Folders 1 5 Tab 11 Point Stock Letter 25 Box - SMD64056,41,,6.2
16699,Smead,,New-Smead 29789 - Pressboard End Tab Classification Folders Legal Six-Section Yellow 10 Box - SMD29789,93,,10
16700,Smead,,New-Smead 29781 - Pressboard End Tab Classification Folders Legal Six-Section Blue 10 Box - SMD29781,93,,10.4
16701,Smead,,New-Smead 26825 - Manila End Tab Classification Folders Letter Four-Section 10 Box - SMD26825,,,5.6
16702,Smead,,New-Smead 24100 - Shelf Folders Straight Cut Single-Ply End Tab Letter Manila 100 Box - SMD24100,40,,17.6
16703,Smead,,New-Smead 22562 - Recycled Folder One Inch Expansion 1 3 Cut Top Tab Legal Yellow 25 Box - SMD22562,89,,13.5
16704,Smead,,New-Smead 14081 - Pressboard Folders with Two Pocket Dividers Letter Six-Section Blue 10 Box - SMD14081,86,,9.6
16705,Smead,,New-Smead 14079 - Pressboard Folders with Two Pocket Dividers Letter Six-Section Red 10 Box - SMD14079,81,,9.6
16706,Smead,,New-Smead 14002 - Top Tab Classification Folders Two Dividers Six-Section Green 10 Box - SMD14002,60,,6
16707,Smead,,New-Smead 13730 - Pressboard Classification Folders Letter Four-Section Blue 10 Box - SMD13730,66,,6.8
16708,Seiko,,New-Seiko SLP2RL - Self-Adhesive Address Labels 1-1 8 x 3-1 2 White 260 Box - SKPSLP2RL,,,10.9
16709,Seiko,,New-Seiko SLP2RLE - Self-Adhesive Address Labels 1-1 2 x 3-1 2 White 520 Box - SKPSLP2RLE,,,1.6
16710,Scotch,,New-Scotch C15BK - C15 Desktop Tape Dispenser Attached 1 core Black - MMMC15BK,24.6,,3.3
16711,Scotch,,New-Scotch 3750CS36ST - Commercial Grade Packaging Tape 1.88 x 54.6 yds 3 Core Clear 36 Carton - MMM3750CS36ST,304,,37
16712,Samsung,,New-Samsung CLP500D5C - CLP500D5C Toner 5000 Page-Yield Cyan - SASCLP500D5C,181.21,,6.8
16713,Safco,,New-Safco 4200 - Nail Head Wall Coat Rack Two Hooks Metal Satin Aluminum - SAF4200,39,,1.6
16714,Rubbermaid,,New-Rubbermaid 65976ROS - Unbreakable Three Pocket Wall File Set Letter Clear - RUB65976ROS,33,,4.7
16715,Rolodex,,New-Rolodex E22635 - Distinctions Metal Wood Magazine File 3 3 4 x 10 1 4 x 12 7 16 Black - ROLE22635,39,,5
16716,Rolodex,,New-Rolodex 67236 - Open Rotary Business Card File w 24 Guides Black - ROL67236,,,3.4
16717,Rolodex,,New-Rolodex 66871 - Covered Swivel Base Rotary Card File Holds 500 2 1 4 x 4 Cards Black Smoke - ROL66871,,,5.6
16718,Avery,,New-Recycled Plain Tab Dividers Case Pack 1 - 498496,69.34,,6.9
16719,GENERAL HEARING,,General Hearing Simplyslimcl-p Gh Simply Slim Cl-p Classic Hearing Aid Pair,908.06,,1
16720,Esselte,,ESS07351 - Card Binder Refill 2HP Ruled 3x5 White,0.75,,2.7
16721,Epson,,Epson Replacement Lamp - 150W UHE Projector Lamp - 1500 Hour,,,1.3
16722,Duracell,mn1500B20,Duracell Coppertop Batteries,12.19,6.0 x 5.0 x 4.0 inches,1
16723,Grade-A,,CLIPART MORE 3.5 MILLION WIN XPVISTA MAC 10.0 OR LATERUB DVD SOFTWARE,,,15.8
16724,Clarion,,CLARION NX501 7 SINGLE-DIN NAVIGATION MULTIMEDIA CONTROL STAION WITH USB BLUETOOTH,,,20.3
16725,AmRep,,AMREP 12J16 Drink Foam Cups 12 Oz White 1000 carton,31.29,,10.2
16726,Ampad,,Ampad 73121 - Safeseal Security Envelope Self-Adhesive  10 White 100 Box,32.07,,3.5
16727,American Tourister,,Samsonite Double Gusset Leather Portfolio Computer Case,,,5
16728,Microsoft,,Xbox 360 Live Points Card,19.75,7.5 x 5.5 x 1.0 inches,
16729,3DRose,,Rich Diesslin The Cartoon Old Testament - Isaiah 7 10 15 Breakfast of Champions Bible curds and honey cheerios cereal immanuel breakfast - Mouse Pads,11.99,,
16730,Quartet,,Quartet M4831 - Magnetic Dry Erase Board Painted Steel 48 x 31 White Aluminum Frame,,,35.3
16731,Keebler,,Go Lean Protein Fiber Bars Chocolate Peanut Butter Bliss 2.75 oz 12 Box,21.54,,1.7
16732,Oxford,,Oxford 53306 - Linen Finish Report Cover Tang Clip Letter 1 2 Capacity Black 25 Box,,,6.2
16733,Wilson Jones,,New-Wilson Jones 64Y - ColorLife 3 1 2 Inch Expansion Pocket Straight Tab Letter Yellow 25 Box - WLJ64Y,84,,10.8
16734,Westcott,,New-Westcott 43218 - Preferred Line Steel Scissors 8 Length 3-1 2 Cut - ACM43218,19,,5.3
